,SHA256,NOME,PACOTE,API_MIN,API,vt_detection,CLASS,VT_Malware_Deteccao,AZ_Malware_Deteccao;
18372,33655bcc07f42f3585d7a35667ad24ce4cfa9a88e42b263608b0ec6d12a779c9,神手群发助手,com.ssrj.ssgroupsendhelper,19,29,8,1,10,8;
18373,12ec373753f0a139dbbfce780a69e82be41dafcfca962afc3aef044b66a9aeac,Happy Ranch,com.greenmancheer.ranch,18,29,0,0,0,0;
18374,335f484965fc0c3ab5b079e89e7d356f7b07127884fc9f7f5ab370d6aaa5495a,图库资料,com.net.docom.ax1935,15,26,6,1,10,6;
18375,25da672649af3ed1df7aea55168df0bcdb1e89278be31e8ac75dcda0ccb0bb34,动感相册,cn.yiqi.photo,16,27,0,0,0,0;
18376,19be9e6a03dc4f5a2783b4fb291be3b7a4260904f57e37fabd5621638915dd2a,喻心代驾,com.easymin.daijia.consumer.fsruxindaijiaclient,15,25,3,1,3,3;
18377,197a6654de63cb0486ec7365dc53eda81fb17dcd5e0f3028fca6e090cbf9a288,LaPlage,it.laplage.app,19,23,1,1,0,1;
18378,268f7e8f3002b22a4aff6b7856bc26bdfdcdcf0554447f961868c7774b03f219,APP生成器,com.hj119.appscq,8,8,23,1,23,23;
18379,3322be71412ee4de0e26c6ffdd3691fcb270e4961856983e3b73f7d7191a1ee6,贴趣,com.ips.touchpay,19,28,1,1,1,1;
18380,333f94291e1a9f684371a6241fcd3bb480225fcbd17e7bb91f5e170ed9c09463,MyCat_Wuanjrot,com.appybuilder.kresna3d.MyCat_wuanjrot,14,26,1,1,1,1;
18381,25fc5394b80c0b4cbcef69fb329fe9548bea65c398b768b7bd83ef8de0b1a88c,Multiplication Tables,com.x3MbSolutions.MultiplicationTables,20,28,0,0,0,0;
18382,0056e16b902ebb5828b42097e0f8bde65a13eac88e2f1f51730c5fa1cab2e39e,XiaoMei Smart,com.vson.smarthome,18,29,6,1,6,6;
18383,25cc63555418b40041fe0b30afb6f3eac89165a8f5dec30a4190141aae1383a2,AlexLiquid,com.alyaly.alexliquid,14,14,0,0,0,0;
18384,335078b7c72ffe609c611d3ba36cc690dba98c017fff9f1cd33b6e5b9d963fd7,पवन सिंह बोलबम गाना ,com.vinodplaystores.pawan_bol,14,22,2,1,1,2;
18385,0cd8eefd35cbcfd17d79ba93c821e0d94a4ea9be8834ccc4acc4ad9737e7d64b,找答案,com.shangxueba.open.zda,19,28,6,1,6,6;
18386,006cf270aa5e69916ab8c361869a0d45bd9edacfd9b3a7c9b5f50f932de09f6c,名品商宝,com.mz.sb,15,22,7,1,7,7;
18387,1990b6988e4a91bfbd57ac4ef300e4a3e149a68694b497a04056aa8ccc83d498,Assemble Your Virtual PC,appinventor.ai_001168576.CreateYourOwnApp,14,26,1,1,2,1;
18388,0cd13f233f251675c6c46922bedf619420d123f89b2614cb419d839a3b499d49,艺厘米,com.artcm.artcmandroidapp,15,28,9,1,9,9;
18389,25cc971ccc71eb879edc6de95780a4f6946f0044ade50ebc76aaec44f00113b1,Stickman Simulator: Zombie Battle,com.tntn.stickman.simulator.zombie.battle,16,28,0,0,0,0;
18390,005aa7095de0bc28944241bad16b425f5e9219aa6592c408bc412f87deb4bd6a,Intermediate Result 2018 : All Punjab Pakistan,com.akpool1021.IntermediateResultForPunjabBoard,16,26,1,1,1,1;
18391,334c0bed485bfcbb3c01142cc3577c5592c65a220a3a5521c17a4846d99689ac,刷宝,com.yeahka.mach.android.shuabao,17,26,5,1,6,5;
18392,0cca825816fc475258581e51ca206dd1446fbbf22b2e67bae5b64a19f4583e94,Bacha_Khan,com.thunkable.android.dewanactor.Baacha_Khan,14,22,2,1,1,2;
18393,25dc3ceec2bcd45a767823dbcccd1f2e7becbe42bd97d6339d85b526168b72a7,The Loud House Soundboard,pro.loudhouse,15,25,0,0,0,0;
18394,00323fa18c7be5d4cfc6e842e3f413231824ef0522353b2e194f082d57b72eec,Santuário Àgape,com.wecmidia.santuario_agape,16,26,1,1,1,1;
18395,1311bfbd933029dd47d024e148baa39fd9652bc740b8a2d223da93c4f0e56a85,In Gujarati New Songs,com.inmobile.tv,21,28,0,0,0,0;
18396,334f48609a7263aecda7b41f8513fd9a45762984e064f9ac2b26624bb7ced47d,律箭,com.lex_mung.lawyer_android,21,28,3,1,10,3;
18397,25d9c96811b6dfd0e135f1909cdc9f5de1fc9b70d9dbf343939bfd60ae89cd29,3D Shiny Neon Deer Theme,com.neon.colorful.deer.theme3d,15,26,0,0,0,0;
18398,330e7581934e615a64a2f17dcc322c2ccdda03544d5070cb25ceb1bbb08ee3dc,Fun Toys Brinquedos,br.com.pov.fun_toys,15,27,1,1,1,1;
18399,25ec80c71fa46a1c0cd4b476d9c8d490e882e2b5dd2d028d0a79452112966804,ACTIVECELL,portal3.activecellcolageno.com.br,19,28,0,0,1,0;
18400,002bf577798c7e727a843c8fd96f091b5d81db882ea3a106be3fb8ac1b3996fd,قصص أطفال قبل النوم,com.newapps.qisasatfal,16,26,0,0,0,0;
18401,0cb90d91a31223ebd471cf10d42ee094e3a911af5ff71e51db756c8c5d1d40fc,Radios Sydney,com.Macelga.RadiosSydney,14,26,1,1,1,1;
18402,1338e445b78e09531005f0a4b6fc48e893902c5e8fa2b36c31a6158cd708985e,中国移动,com.greenpoint.android.mc10086.activity,19,27,0,0,0,0;
18403,0c95adc2afeda2e95dee9f10fe669cb4bac716ba5e6596cb1f5d6c7e9d450766,皮皮棋牌,com.yxxinglin.xzid11563,9,18,1,1,2,1;
18404,267d06e12b2138bfaa159abb3f0c1813ded8ec4a26ce1bd3f925729facff2b7d,叮咚钱包,com.cowinclub.dingdong,16,22,6,1,6,6;
18405,001b71a85907c5567a2b04f17c3f9cb069ca473a8c200d2191991ef9f3fe7295,互联急救,com.ak.zhangkuo.ak_zk_template_mobile.ui,14,22,6,1,5,6;
18406,336fc9b071f9b5dba2c99633255bdcb118d97b507faee94a9d8c1415ed2b9c9f,芝麻现金白条,com.wta.NewCloudApp.jiuwei80432e,15,22,1,1,3,1;
18407,19b73b16e67efab025963ce5766ec1eaf7bb77955a79e4bfa7d533e5f5ca336c,FIFISH,com.qiyuansz.fifish,21,28,5,1,8,5;
18408,003deab42a6e65e1508815259e58a1b4b0bd48029ea203d9f34f347ee23721e1,好天气快美妆,com.fgsios.bvfuie,11,14,20,1,32,20;
18409,267e63d6a7e352764929fa32ed3d2ea6aa31c0dc4e6ca6c94788090b26f937b4,KT Length Unit Converter,com.appybuilder.funpointinfo.KTLengthUnitConverter,21,26,2,1,1,2;
18410,1993bdfad525de794601b9959f479b8a921fe91287d7eec53dff718aa14e9c2a,height increase exercise,io.kodular.bmkbmk767.heightincreaseexercise,16,28,1,1,0,1;
18411,0cdb461dad697a80507710355d4c80c638decb06ce2f35eb5c80c855431f9406,i创,net.crelove.itro,16,24,3,1,6,3;
18412,133350ce31b4d2a4df50b2f8853856f781ebafe8da115b1fa87eb94722ec0676,聊伤,com.t93978340.bar,9,20,0,0,3,0;
18413,264ccf2d77b701d1837f27269ec2cdc823e131e36101c22d3246b3340253d6c8,子贵校园V2,com.wcyc.zigui2,16,20,8,1,8,8;
18414,12e915c46bab52e59d2806435bf8bdd6ec186df76d883459cf3c2fbdefb678bc,e签宝,cn.tsign.esign,23,26,0,0,0,0;
18415,19b6b8e2ae154f7e09096ecd59363cdf8b6569fd3e7062878825b44a0fac2f41,Indian Share,com.randomstring.go.faceshare.me,21,29,3,1,3,3;
18416,1304ba985743353eb7905399702fb6f0b96e13df9ce44c73c04e7cc5afa4b7c0,Real Estate,com.venturacountyhomevalues.stack,16,26,0,0,0,0;
18417,12f72829cdc2c7e8de944775c1d438b52c85f2c691e0ecf0fe2a4a23d20f9254,Guitar Flash,company.gamesx.guitarflash,16,26,0,0,0,0;
18418,0044ab355366d0dd0276231fc5bb78819e50b94edb7b0dc555a30bb342560921,VP电竞,com.vpgame.eric,19,28,6,1,6,6;
18419,1946a1f351549a071fa243f9633588579119ca4642f8b79684affce82f47b932,HiCoin,com.chainup.wallet.android,19,27,7,1,5,7;
18420,0cad2c7b1aab59addc1af466d36ee0639281a45671c4846d9ac0706b7ea36dc5,networktools,com.fbelliard.networktools,21,26,1,1,1,1;
18421,269ebb5d7f203a726acc4e08e908c1d6e41f736d567af5fb08206391b03c374c,微钱金控,com.weiyu.wqjk,17,25,3,1,5,3;
18422,2641bb47d662da394a91a93a2c25d6abb206802b956f93bd854a46f82e26bbda,HAVAN,com.artech.eaplic.havan,16,27,1,1,0,1;
18423,12f307e6a8a21e75110635f94c7b8e1a547161e8f6cd36abbfde32572a3fa932,Sorry Gif,com.aks.sorrygif,14,28,0,0,0,0;
18424,25efb7ef7d7cd3ef9b50b81499afcad7a21011399761504dced7ebd98190f5f3,O-Key,hr.asseco.android.intesa.isbd.alex,19,29,0,0,0,0;
18425,1981faa90ffa252f71bc3c7017dc9892316e64a67f0c6890a36457602a04412e,爱喂养,com.yq.android.breeder,16,25,3,1,5,3;
18426,263e396ed9bae7cf9efbb271071c2d2fb64ec1f9e07111cced1944cafe9d8363,悠数学教师,com.elanking.mobile.yoomath.teacher,17,26,5,1,5,5;
18427,26383dd95a4242c5636c2c9950ab3665ce12addfc3fa33e3107107ac6850dc21,Paróquia  Sra. Hora,appinventor.ai_jorgeguimaraesnet.ParoquiaSenhoradaHora,7,7,1,1,1,1;
18428,005d45b1171a7eff9cbfe78b4ee2c653ab41256eca461973fd3dacf830a2a020,અખાના છપ્પા- ગુણગ્રાહક (Akha Na Chhappa),com.tusharjiparmar.Akha_Na_Chhappa,14,22,2,1,1,2;
18429,25bfad9f957a4c0d300a96ca97ab605929314838b0484da048e5ac45f04cfdbc,VisitBasis,air.com.visitbasis,14,26,0,0,0,0;
18430,33731ded99527919bac2ef463d2ea2f1aa9a31fdce72bfce492f854851c2a4da,高中物理,com.xiangqi.physics,15,22,8,1,8,8;
18431,12f6ee2bbba2c77327b3ea3a9b5480afba4b6a704eb858d67bcd84dc4c4fc248,MobileMapper,org.herpmapper.MobileMapper,15,27,0,0,0,0;
18432,25f40cd28137a9e878977072a2a06d61ccdd94725be2f6acaf5d83a9e0e398ee,Uninter,com.uninter.app,21,28,0,0,0,0;
18433,25ced816a61a2ad2b2b8bcb2236688a91ae93d7de3adb8d22346af530dcb1a61,Metall Detector,com.FunnyAppXL.Metal_Detector,16,27,0,0,0,0;
18434,26736cab4186fd299270dcf2839881cafb09fa58dc4d710b4a50681c52a582f4,태사랑체육관,com.smartsm.smart_2_138,14,26,1,1,0,1;
18435,00333226c07f36fa81c26c500f52b393eeb1c1aa9da82a136c240f3cf005ad3e,ENGIE direct,fr.engie_cofely.engiedirect,19,19,0,0,0,0;
18436,0034a1f1a7c0cc911555f7bc02b0b696f9781e03d62d165ac08c50ad3954c472,颜值贷,com.puyue.www.facescoreloan,15,25,6,1,8,6;
18437,12e6e01e1cc60792077aab447833e42cc1e74b01759a3ecd1691c4309c4e7c8b,SmartAnalizMobile,com.smartanaliz.mobile3,19,19,0,0,1,0;
18438,2678c9d5647160ec637687971a496a27ca2925eb55194253acbb3203767d9e50,纸笔课堂家长端,studentppwrite.com.myapplication,18,26,7,1,7,7;
18439,0cbc990ee2d7ed772928edf8a7cc341a0c2f707c0e136b84d9864f2a4933d77a,趣专享,com.xmiles.vipgift.all,18,26,1,1,1,1;
18440,00338190ed35b5fa5eac46e8e05c889d91b427209162a12d87ab5f49d1b49df9,速买,com.sumai123.q,9,20,5,1,4,5;
18441,1326e1776303ab2f8faeab980fbd5424bfedb44b2a4c79c335b4dd06247a85e5,Buckingham Trust Bank,com.Buckingham.trust,19,29,0,0,0,0;
18442,132a0d8fcf8e7205c62e33a1697ff4d60592178a6f358f5bb9781c47253541c5,Emili TV,com.emili.tvsrfgds,14,21,0,0,0,0;
18443,13070fbb1a3073f2397cd897c56a1cd6a87de6cace9d82873742586a2e7c5d03,AssetMinder,net.assetminder.mobile,19,28,0,0,0,0;
18444,386305616bf8d3123bb7cd8678bb2b69975b97374047144790f9426ed9b970e2,Adele Top 60+ Wallpaper,com.most.dowloaded.hd.adeletopsixtywallpaper,15,29,0,0,0,0;
18445,19b501a098d1723f8b7bb6b4a98ba489e6b31f96708a7b06a6fd31e9927ea853,Susanda Radio,com.siwhele1.helayang_radio,14,28,1,1,1,1;
18446,267060e3377fab7ed730dc3be99ee4090c3d1d1389335028afb7387b3a2f565c,趣淘金,com.bianxianmao.fungold,19,28,3,1,3,3;
18447,334c3add0e631b3a7234181fc0ddd67c811f4347d67e77c5676d82bcf56d98b1,NU Result,com.mahamudulh388.moedu,16,26,2,1,1,2;
18448,3306bb1bc8b8c2c298bb2f9cb5e95e10eafab313ade5cd41ad7de97d02d3ba17,女性私人医生,com.medapp,18,26,8,1,9,8;
18449,19a1c56e0b7545853025d9328157a6398d31a691ffe1a33b3b6d384947429fb4,云南高速通,com.uroad.yunnangst,16,23,8,1,9,8;
18450,19c90cf8aea6b385de35dba820073a16c2a3c746759cd31fc5cd020507d613a9,Radio Reshet Bet,com.pae.radioreshet,14,26,2,1,1,2;
18451,33348c805623134db84d6896db6772f26046ee16b8ca3b1b42a97e4dc824e6fc,蜗居乐购,com.t409703312.xup,9,20,14,1,18,14;
18452,004d49acae40af85c4c1bf2c230b35318b0844efb2ff1fa97507d93c146f17cb,百听听书,com.lkm.langrui,14,22,0,0,0,0;
18453,264d76ac6ad5bfc4e1c46fb905e28c84ddb13608874ad78e5e3a3286f2ec447f,GamingFreak Guide,com.gamingfreak.mlbbguide,21,28,1,1,1,1;
18454,0c9d97ff1a3ccda6d09d967825adb2c265cca016b5f5cfe315e64bd3571f4a1a,Haven Marketplace (Zimbabwe),com.tsszim.Haven_Marketplace,14,22,1,1,0,1;
18455,13225b6dc5638d995027ea50577b917ee6e1262e0dc1f2a7efa79b1a42d2cdf2,MaxBounty Cost Per Action CPA Marketing,com.wMaxBountyCostPerActionCPAMarketing_10940746,16,28,0,0,0,0;
18456,1325bd8e1307a763bc3f4d1e92cba88fc6503f11a3e66e46fb619b9cf0d11e1d,TossBlade,com.nemo.TossBlade,16,28,0,0,0,0;
18457,0c95c85f26d14944a136393876edb85ef4f9bdb57f9fb1e8e7439415e1008f30,追书宝,com.zhuishu.reader,19,28,8,1,8,8;
18458,1312d4932c2cae1107e7cbc24391388e72c4316816e482fccd6c2e9bf4c6d86d,Prime,com.Mprime.Mprimex,16,29,0,0,0,0;
18459,002f9b50943748fad6d89c449346403ee5992ff7807ef3e0b93879a729078f95,progessivemetres,appinventor.ai_1954gellis.progessivemetres_checkpoint1,7,29,1,1,1,1;
18460,12fa925a8dffb7f5defb297de1a7ded221acdf107aaf02b2c110bfcd2ee32ea0,Idle Prison Tycoon,com.idle.miner.inc.tycoon.prison.clicker.ikame,16,26,0,0,1,0;
18461,19aec702afeabdbe589295122079e2e4780f0b470bc999725c0c098d890f978b,Bingo,com.zone.lucky,21,26,5,1,5,5;
18462,25be2d61d289b5f3de3a9a86a48f7717b594ac9637ca7dd0861e7d8324f8043c,Novena A San Judas Tadeo Fondo En Movimiento,com.wallpaperappsmx.novenaasanjudastadeofondoenmovimiento,14,26,0,0,0,0;
18463,26296b1c6391428df87526d6271194a65ec3ae40d5093cbaf8f0768389076eb4,图库照片恢复,com.manyu.picture,17,21,7,1,7,7;
18464,2643a9213cef764ad4c2207befaea30aba8712d46d251fbeb829c959bfc1fb8f,汽车仓配管家,com.iyunche.ycgj.storehouse,16,25,8,1,10,8;
18465,26282433f571ecfad65f57faf87f3173cd99ddc8d5d3ca832585e7d53131d61c,Personal finances Video course,com.Appestudio19.Finances,19,29,1,1,1,1;
18466,13364de84771a1a08642e4e04cd727541920263d58872a9d12bbaa998bc8ca40,Glitter Butterfly Theme,com.launcher.theme.t211818233,15,26,0,0,0,0;
18467,1313a5ccd9ab0a399ce4ad93ba43cadf324ac677b84b18533a789b9c05801295,Cristiano Keyboard,com.cr7keyboard.cristianokeyboard,9,29,0,0,0,0;
18468,3352ccddf156342e1c4bcc93789220ffcdeac29819f29934d880f459c4f7eb4e,Macaroni And Cheese Recipes,com.MacaroniAndCheeseRecipes.SankaApps,9,26,1,1,0,1;
18469,265954257c38618fa3a372e00adf48b4c5a41988ce1176c8a601d984797470c0,执业护士万题库,com.exam8.hushi,19,19,6,1,6,6;
18470,38621f21077e72a5514cb52bb507a7f982b31b3e9e74d402a186441b44a16f2d,GIPS Hospital,com.app.p1842EE,10,28,0,0,0,0;
18471,25d8dfe26b309609219b1e28be3d71264bcbbe93c6394c9b69dd29b16f6c6adf,ترتیل قرآن با صدای استاد پرهیزگار,tartilquran.parhizgar.amoozesh3,8,20,0,0,0,0;
18472,0ce818c61f55ac773bb578aee1b6747bf3d570d4ff8e97458fcf9041d0a24030,Office Viewer,com.office.viewer.document.manager.pdf.excelviewer,20,28,3,1,3,3;
18473,0cf357ee68726027475600d84434b85eb78fac3991c224815af38c648cdee6c6,ZY Play,com.zhiyun.zyplay,21,24,5,1,9,5;
18474,25ef7e996b796871be1dca8e2c178c4b70512744ff70993fe89995717a76e600,Free Graphing Calculator 2,com.jockusch.freegraphingcalculator,25,25,0,0,1,0;
18475,25c9e921ac6786a40795af12cc32ba95be3e439d078d42da3f788a076f4d0673,TBAP.Android,com.companyname.TBAP,23,28,0,0,0,0;
18476,196e9924c6fb44d36cf6155314629552c860aa6cd83891e3e98e1d99f29d0d63,7号电单车,com.ttyongche.ttbike,16,26,8,1,10,8;
18477,1302f1a136b8afff4c21e58cc3dd946d87694df60ae96feffbf05513a63067e1,Shane Filan Ringtones Song,com.netringtones.shanefilanpopmusic,14,28,0,0,0,0;
18478,13325ea0887f264c40750200364462b8984d3fd4b14fdcdef6972f4ccf411608,Photo Recovery,com.PicturesScanApp.DataRecovery,16,28,0,0,0,0;
18479,19c7d8fdc367255ff00184e37d63d235a107b26009da0711f5f397816a375112,众划算,com.zhs.zhonghuasuanapp,16,25,7,1,9,7;
18480,0d054e6112e4f8d968a4085ce83cc127da1db6ec5c3157e9070cc11dd41f4151,Rajasthan Arts Culture,com.ramjankhan111888.Rajasthan_Arts_Culture,16,26,1,1,1,1;
18481,331e81d20536e857bcbb627c5263a4587b55458eb810a91925a0db7dea414a07,涿州发布,net.xinhuamm.d0954,19,27,4,1,4,4;
18482,1315cbeabb3979e4fe31b6915d25a61ce252efbb3624400a87f477b86d5375c7,Tiredness Home Remedies,com.StatesApps.RemedyTiredness,8,17,0,0,0,0;
18483,0035f10e562c9002d661e351200760f2aabf78e577ecc1aa416c59d54b57f699,Gemstones Legend of Jewels-Match 3 puzzle,com.imak3.GemstonesLegendofJewelsMatch3puzzle,9,19,0,0,0,0;
18484,12f4c5d478aacee3aac5328d5b1a467037dfb8e392365cc3474c4baa9bcb5c71,كرار الساعدي 2,air.com.krartop2,9,29,0,0,0,0;
18485,336dc94e59387fc2d06a96c1b3b405d52fd930b53e02a181477371406dfb8641,盯房经纪,com.dingfang.dfrealtor,15,27,2,1,6,2;
18486,132144dac9eb8da61a2a78bb06ec85f74aaeb2e801343eafe16ee81556c2bfb4,Tips: Bad Guys,com.bdguy.simschool,16,29,0,0,0,0;
18487,004b7a6fa443d9ba16e9e804ad1d84c4dde75a3d9747dfc1a40f1f4dee10e3a0,驾校一点通,com.jxedt,17,26,3,1,3,3;
18488,0ca35d67701473aa06ef6eecd8095b253bc540a3b815a7292552fbaea52921e3,MorfoAnálisis,appinventor.ai_magallareslopez.morfo_v0_2,7,7,1,1,2,1;
18489,336c1fb36a0cd4203d52169a32c6e46d79854c47a02dc8f12caa222d30ae3bb2,全民数独,cn.flytalk.shudu,16,28,9,1,9,9;
18490,3860b0a21800c97b3c2dd68bde393f89de8eb26d948a83822cf6cba2afb49617,AMALAN PENANGKAL ILMU HITAM,com.penangkalilmu.forextrandingonline,15,28,0,0,0,0;
18491,333a09867884d4b2706503c0cf12c5ab54944168103bb50d06a5531e0713d2ec,U Tunes,com.utunes.freemusic.video,21,27,5,1,19,5;
18492,194967e2d0485c4bd058537c8d604037de5d015d3cbff8089a3788fd4452f810,Tafsir Mimpi Lengkap,com.Tafsirmimpi.lengkap,9,26,1,1,0,1;
18493,263cffb1ccfd23813647165f7043e4a790f862516e29bc6b877ec0077898d92e,Jungle Run ,com.cherrynewgames.Game,19,26,2,1,0,2;
18494,0d0b77682866f574c03b46de2ec8d4312f7ac1db6f4e9e1bf9e215502b2db4dd,聚合影院,com.juheyingyuan,8,8,6,1,10,6;
18495,1332d1ba20cb6a4a169bc9db9947c330be917c4f69f0a92591d0879cd2375392,Ferry Captain Ship Driving,com.crackedwarrior.ferry.captain.ship.driving,16,28,0,0,0,0;
18496,335002216af76a301e74059bebf2ebcd6a37b852e5fc86a3501fe3b9e0635dfe,BadenAcademyorigami,appinventor.ai_growageneration.BadenAcademyorigami,7,7,2,1,1,2;
18497,0cc052b7661cee044e8d6af11bf0cde324209308289b63c1ec71a37f80755ae5,创客学院,com.makeru.farsightckxy,19,23,4,1,4,4;
18498,1999fe7723f2bbfd73e629b6ea499d781f66548caea725ccf38ed135f578ac26,Amakha - Escritório,wagapps.amakha.escritorio,16,28,1,1,1,1;
18499,33763f5b49c4eb1df0c74e6a1552c386d6df0b04069b8bae33688211d55f21c1,Prayer and Promises,com.app.prayerpromises,19,26,1,1,0,1;
18500,2651411297647844eb88d6338ae784ca56b173f4e22266314b6eb7558af553ca,英语语法精讲,com.qilesoft.en.grammar,11,22,7,1,8,7;
18501,131f0b7d6c86542fef108fcf87e545358bf6b326f10fa30324a07ebc0802d6af,Critical Strike,com.critical.strike2,16,26,0,0,0,0;
18502,25d6c15a2da86b9a5212190dc7b1b13c89af56daec182e4dd5b1e97ace8b1dc4,NIV Bible,com.bible.AudioBibleNIVFree,14,26,0,0,0,0;
18503,00680d2973ccdb41bd8b06822ab73ef1f312020b3f437079f9966720f0f0b286,赣州旅游,krt.wid.tour_gz,21,26,4,1,4,4;
18504,12fc9002e44ecf0a39d872788d32af950b99a4f3bf3eb294d1dd3e2e10cecb61,Guide for DREAM PERFECT LEAUGUE,net.istotry.morthanonetimetofkgo,19,28,0,0,0,0;
18505,004d5b156c94e11d9bc58a09c858b3c95259aa72ce45a1156b86851f45345c8c,Status Saver,com.statusahras.saver,16,28,0,0,0,0;
18506,33212217fa3ad8e10ed1d2f8bf385e1b602df7c49c7fa04789e34cd7692f1254,الأجبية,com.mtm_apps_studio.Prayers,16,26,2,1,1,2;
18507,132308c32ec6652d9fa50a87225b7df648dd55bcaca4a3230c44e33fc05cca9f,steve smith,sk.stevesmith,21,29,0,0,0,0;
18508,25cf276cd8cff627664683a9d5979779d016c7b25521d00f3a1b7014a7dddbdb,Video Hider,hidepictures.videolocker.videohider,18,26,0,0,0,0;
18509,12ecde4de33d7e2a7b1a58970272c7d8945cf48c852ffff910be7c90c176e57a,Battle Ages,com.and.games505.battleages,16,25,0,0,0,0;
18510,25cbdcf2a19e2bb03885d279fd3d5706099570155672e3255ecebaac0f28feb6,Step Younger+,pro.health.steptracker.pedometer.free,19,28,0,0,0,0;
18511,0ce7fdcee5b2494caf5919d2f5180cd402165cca307b187762884f0a3f9ae495,么么直播-视频交友,com.memezhibo.android,14,28,2,1,2,2;
18512,25fd26bdb853dd4614db2891f66ffc9ca12c6b377c5858fbac272e549e4edba0,BeaconCream,com.beaconcream.kvowdiuzqsbjyzbglzeq,17,26,0,0,0,0;
18513,1979f694c3f614303f23d64a11980ed172b263854ec79589c745fdd94019e6f8,SechBot,appinventor.ai_nilooficialstyle.SechBotAsistentedevoz,16,26,1,1,1,1;
18514,25fda07d99e83512d203df5476c8f9ed8e0316c7245a75f84a76fb34b51006bf,Bus Games Simulator,com.gamad.busgamessimulator,16,26,0,0,0,0;
18515,25d48704f0463444f6424ca8d9d634a5b66071a2700e406390741b3050a7f360,مجموعه دروس مشترک فنی حرفه ای,com.mahtab.faniherfee,14,28,0,0,0,0;
18516,13113dca3110d1359d6b2ff4e14bb8aa38d62a1c16be7bb5e305b57322fddb03,ARTware ReGular Clock,kuba.livewall.clocks.regular,12,29,0,0,0,0;
18517,336b9a50398efce1232836e6451e2d4bbe70d47c01a74d00c20b9a64da610144,熊猫出行,com.futurefleet.pandabus.ui,14,26,7,1,9,7;
18518,0ceed636394edf473681f9a4f4433d006512e7828376a7d765c0a0b08d85516b,TOEIC英単語,com.ko.toeic.enword,14,28,6,1,9,6;
18519,25dcb48c1fbe0a786192bf01897a0524512aee6801a2ec1c93bc454cbe4f7548,Kumpulan hadits dhoif populer di indonesia Donate car for tax credit,com.bookaddictmobile.kumpulanhaditsdhoifpopulerdiindonesia,15,26,0,0,0,0;
18520,0cb325daf763a9004922a484ebfd2656717ff3923946287c4a6c52358d414820,健康吕梁,com.zhijie.handheldhos,19,26,8,1,8,8;
18521,0037ee70a6d86529c416f47b4023f7d33b2f7dd501cde19d01abd99caa47dce3,xzRussia1,appinventor.ai_ProvenInt1.xzRussia1,9,9,2,1,1,2;
18522,005f708186c67423d3ff089e6fb7f9feb6addc876da8d97d79b1538665bebc4b,テレ朝news＋,jp.co.fenrir.tvAsahiNews,14,23,1,1,0,1;
18523,3333212c179efbc4d596b074067ebdf4f7c4a7001c8754c4029eb85886d20375,Stickman Annihilation 5,com.stickman.destruction.annihilation5,16,26,1,1,1,1;
18524,0cbca843ce59194f0c5025663f8b47f105ec4c1c347b314791e33067b31bc416,小学英语,com.itfirer.primaryenglish,15,29,7,1,7,7;
18525,268b02863c963bb673706a7e211c32ef2afd2f08c66a2e5c2e2cf78199ac58bb,BirthAndDeathCertificate,com.appybuilder.jayranglani100.BirthAndDeathCertificate,14,26,1,1,1,1;
18526,003c7ec6680033073db86dcfb5ebd8f0d97a19f031e375281b13b4790a627b67,车友头条,cn.mucang.android.qichetoutiao,19,28,0,0,0,0;
18527,3374cd8038a47407ddb0f512a99261fe6392ad03981a1c7ad3ad03d0d65881df,婷婷三字经,com.ttsing.thethreecharacterclassic,19,28,8,1,8,8;
18528,196267c83c982ab5f8f042c621e59ca4838a8e52f17bfbfa22680ef33e3b0426,pinegrovechurchofbeulah,appinventor.ai_lowedogg99.pinegrovechurchofbeulah,7,28,1,1,1,1;
18529,0c9754cde8d7fa71fa855101918c89b972e27d4a8064b5a09d8669f363c14fa3,免费WiFi管家,com.morega.wifipass,19,27,3,1,3,3;
18530,19c9770870a8fb245220b27d14d06becf6468672482c46173a552ad27600954a,국가대표 엘리트 태권스쿨,com.smartsm10.smart_10_22,14,26,2,1,0,2;
18531,130e542ffb25753285195f16d18b3283cb1cff534fb5330b1a16e492acca73e4,Labtime Mobile,de.datext.LabTimeMobile,14,14,0,0,0,0;
18532,12fa8bf173d73557f72dce54c4c75175b0c2677205861e4198516f411afdf8e9,KONDO Group,com.thekondogroup.stack,16,25,0,0,0,0;
18533,005c0cb55dedadbf45d7da606ac74fc809546e50cf748abc41bb172df29e6fa5,华瑞源二手车,com.huaruiyuan.administrator.jnhuaruiyuan,19,26,5,1,5,5;
18534,0cf333cb2ac9656df8614f8c5fe657d4e41310985e629211e0a507a9528816ff,Tonal Harmony Analysis,com.marsyas.TonalHarmonicAnalyze,23,28,1,1,1,1;
18535,33279e6d366ca875a8c99640bcaad06c5fc6cd2614c4d43f963ec7a5ac6ece0e,福益多,com.yzmg.fyd,16,26,3,1,3,3;
18536,19b5f3b8c086a4f20b152c880874ce28f8b05afdabb703246e22789d2fe3dd65,Super Security,com.super.security.cleaner.antivirusprocom.super.security.cleaner.antiviruspro,16,29,10,1,10,10;
18537,26752d2b3c4825b67635d6a4207df8c0d7e67177c69d8ff896d75476d1225dba,袋鼠电视助手,com.baidu.rootv,15,22,3,1,3,3;
