SHA256,NOME,PACOTE,API_MIN,API,Permission::WAKE_LOCK,Permission::WRITE_EXTERNAL_STORAGE,Permission::ACCESS_NETWORK_STATE,Permission::WRITE_SETTINGS,Permission::INTERNET,Intent::AUDIO_BECOMING_NOISY,APICall::Landroid/content/Intent.toUri(),APICall::Landroid/view/View.setTag(),APICall::Landroid/util/Xml.newSerializer(),APICall::Landroid/content/pm/PackageManager.queryIntentServices(),APICall::Landroid/view/ViewStub.setLayoutResource(),APICall::Landroid/content/Context.createPackageContext(),APICall::Landroid/os/Handler.removeMessages(),APICall::Landroid/widget/Scroller.getCurrY(),APICall::Landroid/view/View.invalidate(),APICall::Landroid/os/IBinder.linkToDeath(),APICall::Landroid/view/View.getScrollX(),APICall::Landroid/net/Uri.writeToParcel(),APICall::Landroid/view/View.getScrollY(),APICall::Landroid/view/LayoutInflater.from(),APICall::Landroid/view/View$AccessibilityDelegate.sendAccessibilityEventUnchecked(),APICall::Landroid/os/Parcel.readFloat(),APICall::Landroid/os/SystemClock.uptimeMillis(),APICall::Landroid/content/Context.getApplicationInfo(),APICall::Landroid/view/MotionEvent.obtain(),APICall::Landroid/view/View.requestFocus(),APICall::Landroid/view/accessibility/AccessibilityNodeInfo.setPackageName(),APICall::Landroid/os/Parcel.writeDouble(),APICall::Landroid/view/VelocityTracker.recycle(),APICall::Landroid/widget/LinearLayout.requestFocus(),APICall::Landroid/view/ViewTreeObserver.removeGlobalOnLayoutListener(),APICall::Landroid/view/ViewGroup.isInEditMode(),APICall::Landroid/os/Bundle.getBoolean(),APICall::Landroid/view/View.isShown(),APICall::Landroid/widget/TextView.setTypeface(),APICall::Landroid/view/accessibility/AccessibilityNodeInfo.setLongClickable(),APICall::Landroid/widget/ImageView.setId(),APICall::Landroid/os/Binder.getCallingPid(),APICall::Landroid/widget/RelativeLayout.onAttachedToWindow(),APICall::Landroid/util/Base64OutputStream.write(),APICall::Landroid/util/Base64OutputStream.close(),APICall::Landroid/view/MenuItem.getGroupId(),APICall::Landroid/content/ContentValues.put(),APICall::Landroid/widget/TextView.setSingleLine(),APICall::Landroid/view/ViewGroup.setTranslationY(),APICall::Landroid/net/wifi/WifiManager$WifiLock.isHeld(),APICall::Landroid/net/wifi/WifiManager$WifiLock.release(),APICall::Landroid/view/Menu.add(),APICall::Landroid/os/Parcel.obtain(),APICall::Landroid/view/View$MeasureSpec.makeMeasureSpec(),APICall::Landroid/content/Intent.makeMainActivity(),APICall::Landroid/os/Parcel.writeInterfaceToken(),APICall::Landroid/view/Window.setUiOptions(),APICall::Landroid/view/ViewConfiguration.getScaledPagingTouchSlop(),APICall::Landroid/os/IBinder.transact(),APICall::Landroid/view/MenuItem.getIcon(),APICall::Landroid/os/Parcel.recycle(),APICall::Landroid/widget/AdapterView$OnItemClickListener.onItemClick(),APICall::Landroid/content/Intent.createChooser(),APICall::Landroid/view/ViewGroup.onInitializeAccessibilityEvent(),APICall::Landroid/content/Intent.hasExtra(),APICall::Landroid/text/Html.fromHtml(),APICall::Landroid/content/Intent.putExtra(),APICall::Landroid/content/Intent.setType(),APICall::Landroid/content/pm/PackageManager.getActivityIcon(),APICall::Landroid/view/accessibility/AccessibilityNodeInfo.setScrollable(),APICall::Landroid/content/pm/PackageManager.getApplicationInfo(),APICall::Landroid/content/SharedPreferences$Editor.putInt(),APICall::Landroid/content/Intent.getStringExtra(),APICall::Landroid/view/animation/Transformation.getAlpha(),APICall::Landroid/view/View.setOnTouchListener(),APICall::Landroid/view/MenuItem.getIntent(),APICall::Landroid/view/accessibility/AccessibilityNodeInfo.isLongClickable(),APICall::Landroid/view/MenuItem.setShortcut(),APICall::Landroid/view/SubMenu.setHeaderTitle(),APICall::Landroid/widget/ListAdapter.registerDataSetObserver(),APICall::Landroid/widget/ListAdapter.unregisterDataSetObserver(),APICall::Landroid/widget/PopupWindow.setBackgroundDrawable(),APICall::Landroid/widget/PopupWindow.setFocusable(),APICall::Landroid/widget/PopupWindow.setOnDismissListener(),APICall::Landroid/widget/PopupWindow.setWindowLayoutMode(),APICall::Landroid/widget/PopupWindow.setOutsideTouchable(),APICall::Landroid/widget/PopupWindow.setTouchInterceptor(),APICall::Landroid/widget/PopupWindow.showAsDropDown(),APICall::Landroid/view/accessibility/AccessibilityNodeInfo.getBoundsInScreen(),APICall::Landroid/net/http/HttpResponseCache.getInstalled(),APICall::Landroid/view/VelocityTracker.clear(),APICall::Landroid/util/Base64.encodeToString(),APICall::Landroid/content/Context.checkCallingOrSelfPermission(),APICall::Landroid/os/IBinder.queryLocalInterface(),APICall::Landroid/view/View.setVisibility(),APICall::Landroid/content/IntentFilter.addDataScheme(),APICall::Landroid/content/Intent.getData(),APICall::Landroid/os/Bundle.getParcelableArrayList(),APICall::Landroid/widget/ImageView.getLayoutParams()
09de9e8f3ff73f505d92c04ee3f78c17a4a9577e1a4e804ef5774db93058b3be,Motox Freeride,com.zigagames.motocross,19,24,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0
09deb3dfabfc3f88c9be1227f0858c33b93de1cc65b2d2d44eb3d9f09a3abe9f,Draw Undertale,com.abirlab.undertale,14,25,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0
09ded6216ca2a93fc01dd2b438f43865ee26e1c7e4496dbdc815d80697e97142,Laudato sii,com.laudato.sii,17,28,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
09df3f8edbb99f46a30b3a10c81b00c70d1b2dc594e192d7423a0519151b3648,Shelter,com.shelter.shift72,23,29,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
09df4998d4e73acde80de95d5b786b2e474d4ddec1e308eeb7c7c8caee7d815a,Italian,air.com.llingo.ita_l65_trl,14,26,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
09df8ae4b3aa0c430bc09afd4f6ce2b001f32d1bbcd173a51776f362c5afc69f,Lab Escape,com.DoomsdayStudio.LabEscape,16,28,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0
09df8dec04b65c4aaf4c1c8f825d59cc17665d37d567d814207d4ba224317caa,Emploi Tunisie,com.turboodev,26,29,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
09df96ac1d9630d45e524a56cf9780f233d522456ef3a2e7b29f8f9eb7138288,La Virgen De Guadalupe Es Una Santa,com.YukaApps.LaVirgenDeGuadalupeEsUnaSanta,10,21,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
09dfb583534aaec5900e6761e3fd3065f884caa0efde355d57e082c11bbebcde,Infinity Ops,com.gamedevltd.destinywarfare,16,26,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0
09dfc66c669ddcb5d45c8c601370f8cbc9eba2cf17557500ed838a9b0f1e07b1,Neighbor Sponge. Scary Secret,com.tinysponge.neighbor.sponge.scary.secret,16,28,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0
09dfd2e3317b9d99b24466a52ae09b18fc9b30fbea3d691e2e5adbc93bb1a128,eLLC,air.com.ellc.russian,16,28,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
09dfdb746ed3ef4976ed9e8f325e4c2dfe0256d5773d964b47f19af1cf06ecd9,Kaizo Health,com.app.ssrehab,21,28,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
09dfded402d511f6afbc1f21e834df43ed3c28e8e8198a794b40aeccefabfa13,Eye MakeUp,com.appmakerz.eyemakeup,14,26,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1
09dfe2aa0734cb564412a2eaccb9fbb2a5b090c12905f10433ddd6a9a0014e23,kata sindiran buat orang sok gengsi Terlengkap Dan Terupdate Forex Trading Online,com.katasindiranbuatorangsokgengsi.rumtanaallay.forextradingonline,15,26,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1
09dfe8ec157c0eff7b284411b404ca8d82086ae4eca89ae33b640ffe1c3229f0,Suara_pikat_semua_jenis_burung,com.pratistahamizan11.Suara_pikat_semua_jenis_burung,19,26,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
09dff3730197f1a55f2f2bc1349f432fec384c93fc6ceda7c73e844abace30ad,Jangada Go,com.JeanMiranda.JangadaGO,17,27,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0
09e007d196056107841425059df445d0397b17936d22e016767860cf8ea26a9e,VR Time Machine Dinosaur Park,com.TheLonelyDeveloper.TimeMachineDinosaurPark,9,23,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
09e0241a6412a0d1a8113bd4be049b808926ae6ecdd7cf74d28e81074976d195,Sprint Club Nitro,com.wSprintClubNitro_11236153,16,28,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
09e0294d8e1e46f52368551638d8031eede3d55e5009863080540c4c668625f1,Football Pitch Champion Theme,com.game.football.theme,14,19,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1
09e0436e0e9e09735f7d5ab3c0b61157ce1738f1a8eb23331dba7a37f9945b73,The Planet Venus Song for Kids Learning Offline,com.benjoydoria.learn19,9,19,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0
09e06d9e593c5ba884d481c7753c8e71da9a5d2d749e03442546f837302a89c3,Erik halan3,com.giang.halan3.erik,14,21,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
09e0925cb6406b61c43a947a5c627fd24d66fe5d3bcaa3f9a046966fc90721e1,Christmas Coloring Book,com.orange.coloring.book.christmas.kids,15,27,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0
09e093cfba5cfc510abd0b9fcbbe30061df75e08ee1db968bc44d939bd465262,Melt In Your Mouth,com.app.p4569GH,10,26,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
09e0ba2952f064fa8709d65e488982c4d939ed6cdd1fd29fcb578a0b5f10166f,AzubiVR,com.Hochviergmbh.Bosch,22,29,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0
09e0be03e7dc2ebf5d7ba8be51507bc13e1a9b0924a5d33ab8cbcc81f4eaf93e,Nut,com.nut.blehunter,19,28,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
09e0f2e924d6c2def7d5785810c232e427ca3f5601ef94086dad59bfbbbf8c96,Moat,com.avrinfo.moat_new,15,28,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1
09e1166f4635e1fa53a63827570171d490c20c2bcc8acd6bcfd26e3ed6852ac8,Stickman Simulator: Neon Tank Warriors,com.nwg.stickman.simulator.neon.tank.warriors,17,28,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0
09e1570b778bbbac3b9b9056223ddb2585e9af595956b0c6410396b210492853,Black Pink Keyboard,keyboard.theme.blackpink.simple.love,15,26,1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1
09e16b60c61f3f7164e795ce95adad995057c41f135cdbb1af8468e0b229ce8b,Caliber,com.moneyinfo.caliber,26,28,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
09e18e1650555f74d60c1de7a05461ce3bef63be5fc70b145b922ff247c9703c,逗看,com.sycx.xtsj,18,26,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
09e19065aefb101426833777c9e2c177fd892aae1c8eb1831143ee2abf5b633f,4G Explorer,com.Explorer.SKEmpires,16,28,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
09e19145fd0a9920d7b3e9eeed451df9ef08df23ebb59b746ed96b953e4f5ef2,Speed Booster Cleaner,com.apparea.booster.cpu.cleaner.memory.cach,14,26,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
09e198c2d3581ec5fd6558a1d970890d311ae42cb4750ee7ed2c7c6dfe4746f3,迅搜手机定位,com.dtyh.xunsouapp,19,26,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
09e1b949e2571a686c8db4726addac71925f36221016f580937cba51a1705e6f,HazratYunasQissa,com.appsvolt.qsayuns,10,23,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1
09e1df0b7c76046ad7d3240e80605bfcf61f17b46d73fbf723ecbafd1704fc0a,Repeating Countdown,com.faab554.RepeatingTimer,19,26,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
09e1e6d705f4740cf41ec10d8c0f7b8ed0413a00e2febc277646df82c4c4f12c,اغاني اوراس ستار mp3,com.hajardevpro.aghani.awrassstar,16,26,1,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0
09e1ea6b26cbe835cfe6f5a74db9b52ccd5023319c70cd2331d71947281df98d,Pro Osteo,com.app.p5522DA,10,26,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
09e1eb8c4d7e1df2df7110f3a07e63848a5d8996fa1a414481b36e77db1a6780,Kata Kata Hari Senin Terbaru donate car sinma,com.katakatahariseninterbaru.newkatakata.mamahmuda,15,26,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1
09e2233bc3ade367874a4a8908e5c9c1523989669a5c16d151caa86fe2d2a058,INDIA VPN,com.vpnmastersm.indiavpn,19,29,1,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1
09e29dccd8395293264f359f312bba081d7017dca3d73d393edb46bea5861a5f,Free Radios AM FM,com.appsyona.radioenlineafree,14,26,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
09e303f639800fd45f76c8f77ebe47a59ac6b86b60e40f021181970824d08594,WPP: Elimina Archivos,com.wppdelete,19,27,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0
09e359d66b49219861a6927903ffb5dd66dc35b3f678f7b1c73206920d129c1b,TPI,com.applications.racasgi.tpi,15,23,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
09e3794146ab94bce1ee37c917309e3df32496614b86ee624d55af3f4694178f,Pill Classic,com.capsule.drmario.pillclassic,16,27,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
