SHA256,NOME,PACOTE,API_MIN,API,Permission::WAKE_LOCK,Permission::WRITE_EXTERNAL_STORAGE,Permission::ACCESS_NETWORK_STATE,Permission::WRITE_SETTINGS,Permission::INTERNET,Intent::AUDIO_BECOMING_NOISY,APICall::Landroid/content/Intent.toUri(),APICall::Landroid/view/View.setTag(),APICall::Landroid/util/Xml.newSerializer(),APICall::Landroid/content/pm/PackageManager.queryIntentServices(),APICall::Landroid/view/ViewStub.setLayoutResource(),APICall::Landroid/content/Context.createPackageContext(),APICall::Landroid/os/Handler.removeMessages(),APICall::Landroid/widget/Scroller.getCurrY(),APICall::Landroid/view/View.invalidate(),APICall::Landroid/os/IBinder.linkToDeath(),APICall::Landroid/view/View.getScrollX(),APICall::Landroid/net/Uri.writeToParcel(),APICall::Landroid/view/View.getScrollY(),APICall::Landroid/view/LayoutInflater.from(),APICall::Landroid/view/View$AccessibilityDelegate.sendAccessibilityEventUnchecked(),APICall::Landroid/os/Parcel.readFloat(),APICall::Landroid/os/SystemClock.uptimeMillis(),APICall::Landroid/content/Context.getApplicationInfo(),APICall::Landroid/view/MotionEvent.obtain(),APICall::Landroid/view/View.requestFocus(),APICall::Landroid/view/accessibility/AccessibilityNodeInfo.setPackageName(),APICall::Landroid/os/Parcel.writeDouble(),APICall::Landroid/view/VelocityTracker.recycle(),APICall::Landroid/widget/LinearLayout.requestFocus(),APICall::Landroid/view/ViewTreeObserver.removeGlobalOnLayoutListener(),APICall::Landroid/view/ViewGroup.isInEditMode(),APICall::Landroid/os/Bundle.getBoolean(),APICall::Landroid/view/View.isShown(),APICall::Landroid/widget/TextView.setTypeface(),APICall::Landroid/view/accessibility/AccessibilityNodeInfo.setLongClickable(),APICall::Landroid/widget/ImageView.setId(),APICall::Landroid/os/Binder.getCallingPid(),APICall::Landroid/widget/RelativeLayout.onAttachedToWindow(),APICall::Landroid/util/Base64OutputStream.write(),APICall::Landroid/util/Base64OutputStream.close(),APICall::Landroid/view/MenuItem.getGroupId(),APICall::Landroid/content/ContentValues.put(),APICall::Landroid/widget/TextView.setSingleLine(),APICall::Landroid/view/ViewGroup.setTranslationY(),APICall::Landroid/net/wifi/WifiManager$WifiLock.isHeld(),APICall::Landroid/net/wifi/WifiManager$WifiLock.release(),APICall::Landroid/view/Menu.add(),APICall::Landroid/os/Parcel.obtain(),APICall::Landroid/view/View$MeasureSpec.makeMeasureSpec(),APICall::Landroid/content/Intent.makeMainActivity(),APICall::Landroid/os/Parcel.writeInterfaceToken(),APICall::Landroid/view/Window.setUiOptions(),APICall::Landroid/view/ViewConfiguration.getScaledPagingTouchSlop(),APICall::Landroid/os/IBinder.transact(),APICall::Landroid/view/MenuItem.getIcon(),APICall::Landroid/os/Parcel.recycle(),APICall::Landroid/widget/AdapterView$OnItemClickListener.onItemClick(),APICall::Landroid/content/Intent.createChooser(),APICall::Landroid/view/ViewGroup.onInitializeAccessibilityEvent(),APICall::Landroid/content/Intent.hasExtra(),APICall::Landroid/text/Html.fromHtml(),APICall::Landroid/content/Intent.putExtra(),APICall::Landroid/content/Intent.setType(),APICall::Landroid/content/pm/PackageManager.getActivityIcon(),APICall::Landroid/view/accessibility/AccessibilityNodeInfo.setScrollable(),APICall::Landroid/content/pm/PackageManager.getApplicationInfo(),APICall::Landroid/content/SharedPreferences$Editor.putInt(),APICall::Landroid/content/Intent.getStringExtra(),APICall::Landroid/view/animation/Transformation.getAlpha(),APICall::Landroid/view/View.setOnTouchListener(),APICall::Landroid/view/MenuItem.getIntent(),APICall::Landroid/view/accessibility/AccessibilityNodeInfo.isLongClickable(),APICall::Landroid/view/MenuItem.setShortcut(),APICall::Landroid/view/SubMenu.setHeaderTitle(),APICall::Landroid/widget/ListAdapter.registerDataSetObserver(),APICall::Landroid/widget/ListAdapter.unregisterDataSetObserver(),APICall::Landroid/widget/PopupWindow.setBackgroundDrawable(),APICall::Landroid/widget/PopupWindow.setFocusable(),APICall::Landroid/widget/PopupWindow.setOnDismissListener(),APICall::Landroid/widget/PopupWindow.setWindowLayoutMode(),APICall::Landroid/widget/PopupWindow.setOutsideTouchable(),APICall::Landroid/widget/PopupWindow.setTouchInterceptor(),APICall::Landroid/widget/PopupWindow.showAsDropDown(),APICall::Landroid/view/accessibility/AccessibilityNodeInfo.getBoundsInScreen(),APICall::Landroid/net/http/HttpResponseCache.getInstalled(),APICall::Landroid/view/VelocityTracker.clear(),APICall::Landroid/util/Base64.encodeToString(),APICall::Landroid/content/Context.checkCallingOrSelfPermission(),APICall::Landroid/os/IBinder.queryLocalInterface(),APICall::Landroid/view/View.setVisibility(),APICall::Landroid/content/IntentFilter.addDataScheme(),APICall::Landroid/content/Intent.getData(),APICall::Landroid/os/Bundle.getParcelableArrayList(),APICall::Landroid/widget/ImageView.getLayoutParams()
080e6238ed5ca64f45e3010571636585db0204bfbfe152fe69fbd8f2c87e72e4,hoststar,com.angleshots.naturefreeguide,21,29,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1
dab7b16a8536e63e2c625842efd3fbb255cf73e802b35131268114297ef43a63,StmDfuUsb,com.yatrim.stmdfuusb,14,29,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
20dbb5a3e14eb00ce6216ed378f30b711c0db3604f7ba280fd0a6f295053840d,Fit'forme,com.cclub.fitforme,21,23,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
52907598097646bda93f205be54a01b95e10b28e02034327e7843af4d0e4a76c,Kavi Escape Game 530 Find Wolf Game,air.com.kavigames.KaviEscapeGame530FindWolfGame,9,28,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
db8975a2319311223746cadc1414a71114420717cba90b99198d12c0f0cfc100,WINNER Matcing Game,com.fandr.WINNER.KPop.Matching.Game,14,22,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
a44c002098d3214a55366257de977f439c22c75c15fa0757a647919cce7c4b32,免费全本小说书城,cc.kdqbxs.reader,14,28,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6d7efef69b9bdf05063261838d7310238631545b7b798ffafb5aa03b2e98ba55,The Best of Pantera Songs,thebestof.pantera.songs,10,22,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0
39dc548dadcf4fbf5b549d69950a2fac22097a002d3880bcada687b1d692c310,Cyprus Flag,com.app4joy.cyprus_free,14,27,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1
36a786329fa22d8fd13a2a7cac63868f5ce5a41cb9b7d546f8c07b7b981720de,娜姐帮,com.najiebang.Activity,15,23,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5290e34d7ca2697ca0ba62010e7abfb95fb3d39922d1002aa6981a1b96dfb361,Chắn Sân Đình,com.chanpro.Chan,14,27,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
f6a69ccc7e6e4f8dad07049ae1f023445b7dc6ef444ab3c9c49b034eeb1c6546,博九棋牌,com.yxxinglin.xzid12599,9,18,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0
462241695e7634fa10a9b7dab12c515a80f63a1385dd619ff91efb26e5c56f40,The Guardian,com.app.svgaihgw,19,28,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6d7f2579257837cf86e83823263950d10692ae932b5161f8f8913ba34f1c95e1,P4 Väst Radio FM SE App Gratis Musik Live,com.Yasadri12.P4VastRadioFMSEAppGratisMusikLive,14,22,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
20dc176641939d1b9944995885122f82ffca81435c6e1fc4f9c440e73f7248ab,Subway Adventure,com.maxumstudio.subwayadventure,15,27,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
dab94045588731d560c1419434bcf74d572adc7d4281c478fd052a4d064fdcc5,Home Needs,com.justwebsite_info.Home_Needs,14,28,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
6b860594ab0e8d59a1844f99dec127a33e26dd3eb1150cb327efaba57ea5e570,Virgen de Guadalupe Fondo Animado,com.dmowallpaper.virgendeguadalupefondoanimado,14,26,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0
4616bbeae8450c6e30f0c232555ce715435acd708ac8d92644d86029ab32a4f1,HOMIETEC,com.zqkj.xieyaji,18,28,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
dab53cec6fd0bbbf1bb7610772357d000473e4dc2314fcb1f477158db4c96d24,Rooftop Bike Stunts,com.mizo.rooftop.stunts,14,26,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0
904a5f41db1ab393f4dfd15d46d26ceeaffd63399d1f484ea3853f13570f72a8,اغاني عيضة المنهالي‎,com.devodapp15.Aida_Manhali,14,14,1,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0
36aa8b3b11205c3b203cc9553bfae4549a615b47ea3e9aefe2f9ea1e36539680,双语新闻,com.iyuba.headline,19,25,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528dae28064528f119c1afa227f76de5006cc3a5c4110b401d976af0477926d1,Crush Machine!,com.crush.will.fortgames,16,22,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
a4462c5fa1e6cd6d02d4511e20181e9e92a235065b6318b1fa376c95ddbac5bb,BPL LIST - ALL STATE,com.all4you.bpl.list,14,22,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
6d7b8938c244c2bf5ee225c59a282b0566990341a18dcdbfa95d14bc01d096a2,Deviana Safara,com.appybuilder.indra27ade.DevianaSafara,14,22,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
dab705f254af4c6df6f2c50e0c09e7ce9ec40b371389df0a0c3792200b8df838,روايات الفرنسية أولى باكلوريا,com.laboite.amerveille,11,21,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0
39dff94c2fad4e7fd33b47c165e4b7d14bce8a4bddd93732d96d3740695c9184,Robin Audio,com.StripeCloud.RobinAudioSound,14,28,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0
4616b24d4d22ef13f392b2cd632ac8cb99004af8f0da3f88d49938f96158596a,CWK Enterprises,com.wCWKEnterprises_11609511,16,28,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
36acbbb176ad9abd7e3ee60e885ab3d51898112cc907cc4f94d432f451bf95c9,QQ助手天堂M4.2.2[正式版M],com.njjijjjpjjjjjpjnji.aasss,16,22,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
4626cf43f151c4957bca32f5b0795f537097be6ff8ae0f1cc38c22938162d49c,Grand Desert Storm,com.thumbsup.desert.storm.gun.shooter,16,26,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
6b6e813f0141e8f41f4122d36fdc5864e4924548f63d3029e6c36aea9190e319,BBQ Chicken Crockpot Recipes,com.bbqchickencrockpotrecipesfull.complete,14,14,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1
20de5ea8f0c0e1de477d752f6526e06750ff19126f76b18fc944e1bc88b86b2a,Interessante..,appinventor.ai_Maurotalu.Interessante,7,28,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1
080d67f501b7bb42a17d9c5b982422b6c0bd9f53b09eeecb55db11c311be8578,Milk Plan Forms,com.MilkPlan_Forms,16,28,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
20dd3487b25e805eba141fec606cd0ece941f5a4e709629d6041a4490385a04b,Clásica Online,com.kradioapp.clasicaonlineelsalvadorfm,19,28,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
6b6e65fe3166c78fbd1b2461cfdc432a5f4823fe68aadd2dded86ac5934f58c8,CareSource,com.caresource.caresource,21,29,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
0009cfd8d8e01aa2b5cd9f3bfd5d75e52fe3dfbc82d5c6abee3e72a4e64564c7,云衣库商户版,com.meipingmi.manager,18,28,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6d727b40eb68b69b95b5c83722e99ea100b617aab17dfdd001c1f9f7a1e4b547,测测颜值吧,com.mayt.ai.app,19,29,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39dfa4fe91d350dca6d8b2fe8ebb2262e74ffdde551bccffd5217ad72bfefa2e,GP Sabres,com.appazur.gpsabers,16,27,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
a44c7d6e4e0c0363128d01ea951dee35fb0ca32c57bc67f0374b677419bc4ec6,结算中心黄金,cn.com.szgold.goldv,19,28,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46235614845719775c1c9635e631351992cd81fa5cf1e3ac0536fc5cc0d13ded,Nuremberg Mega Organic Tractor Farming SIM 2018,com.TAAAVGS.NurembergOrganicFarming.MegaTractorFarming.SIM2018,14,27,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0
dab635d1f55383a0051c60c1ae3e1a6484d77e48718e4b4cc858b20239f732e1,Eid Al Adha Photo Frames,com.dreamystudios.eidaladhaphotoframes,10,10,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0
a4505f2f68e3d5df3fff4dc6d6c25ec75a6b9ff407f0d0a807097b00b57d8f50,和行约车,com.andacx.hxyc.passenger,16,26,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461e8ae2c520cb06efa90e2d0913b52a528834262bdae133107c925409910509,Crunch Time,com.strawdogstudios.simonscatcrunchtime,16,25,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1
db85585c9e035a73ddf1152aee6066b05225490c5c97e3d902c187500aefb838,تجربة شخصية من الطين الي العالم,com.w_11188521,16,28,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
6b8586e230f73622cf8e59dfd759b5a922834c007b72ae24870492bae54ecdc9,SayMyLove,com.I.loveyou,18,28,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0
